name_x,nombre_estado,city,name_y,rating,text
King Wah,New York,Queens,Susan Macceca,1,I think new people  not what it wS
Grand Asia Market,North Carolina,Raleigh,Liz,4,Good selection
Hunan Express*,Virginia,Springfield,Maura Maige,1,"They Didn’t Even Bring Me Everything That I Ordered, Then The Food I Did Get Was Beyond Terrible!! There’s No Way I Would Ever Order Anything From Here Again!!"
King Taste Restaurant,New Jersey,City of Orange,Kr58 Me11,5,I love this venue very much. there is a very special air. The cuisine is splendid. the service is effective and the waiters are polite. The pay is satisfactory. greatly recommend.
Lucky Bento V.I.P Cuisine,New York,Flushing,Sunny Liu,4,"Very nice new Chinese restaurant,  food tastes great, service is good and all other of private party room available. They servers many different style Chinese cuisine."
Asian Garden,North Carolina,Concord,Layna D,4,"Still order from this spot when I want good Chinese. Absolutely never had an issue with the food or people.

My review from 2 yrs ago: The food was good. This is a typical Chinese carry out type of place. Nothing fancy. There is probably better places but they are all 20 min away from my house and this one is up the street. The sauce was a little bland but I added some siracha on my food and it was great. Not overly greasy crab Rangoon and their sweet and sour sauce was fine. No issues with ordering over the phone. Would eat here again."
Mee Garden - Authentic Asian Cuisine in Newark,Delaware,Newark,Michael Cooney,5,Good food at reasonable prices
Golden Rooster,Delaware,Middletown,Tiffaney Ramsey,5,Best Chinese EVAR!
Asian Chef Express,North Carolina,King,Joel,1,"I hate posting bad reviews, but this is possibly the worst most flavorless Chinese food I've ever had. Seeing all of the reviews tells me the poor people in King doesn't get out much, and don't understand what good Chinese food is. I ordered bourbon chicken and some kind of Sriracha chicken and both tasted nearly the same. A very watery gross sauce was smothered over both. The noodles are the very worst I've ever had, they reminded me of spaghetti squash noodles, very dry and no taste. I was hoping this would be a place similar to panda express, but not even close."
Teriyaki Yummy,Massachusetts,Chelsea,Max& Me,3,"Basic chinese, they do serve sushi"
China Garden,North Carolina,Troutman,Tarshia Wilson,4,Good food and service!
King Wok Chinese Restaurant,Virginia,Chesapeake,majorie st germain,5,House fried rice is so flavorful everything that I’ve ordered so far is delicious.
Happy Garden,New York,Brooklyn,Sheila,4,"The food is good and inexpensive like every other Chinese food place. Although it’s a decent place, it needs to be cleaned up a bit."
Happy Family,Virginia,Richmond,Smitty Smith,4,A little dreary but food was good .....customer service was well
China Garden,North Carolina,Cameron,Danielle Mellen,5,"Amazing food, amazing staff!! Love this place"
Newtown Chinese Restaurant,New Jersey,Newton,Jonathan Hodgson,5,"Great food, fast service, and kind staff... That's a pretty awesome Chinese restaurant. They have a few tables for eating in but the majority of their customers are there for take out."
Bamboo House,Rhode Island,Newport,Daniel Dalton,3,Went here a few time for lunch and dinner. Really hit and miss. I had thier bourbon chicken once and it was good but then I have other dishes not so much.
Boloon City,New York,Jeffersonville,Metal Mulisha Matt,3,Pretty good food
China Taste Inc,Florida,Fort Myers,Jaime Kreider,5,Great food and reasonable prices
Golden Palace,Maryland,Westminster,Casey Fitzpatrick,1,Stopped here at noon on a Saturday and the door was locked.
P.F. Chang's,Virginia,Newport News,Travis,4,Recommend for a good meal.
Double Happiness,New York,Warsaw,Dennis Maxcy,1,Haven't been
China Gourmet,New York,Boonville,Danny Kraeger,4,Great food
China Taste,South Carolina,Gaston,Alejandro Zuniga,3,"Hot wings are decent, go there once in a while after work..."
Best Food in Town,New Jersey,Mays Landing,Christine Madison,5,I got a quart of hot and sour soup for my husband and he loved it! He ate the entire every bit of it!!
Hibachi Grill & Supreme Buffet,Maryland,Baltimore,Wonhyung Ahn,1,"Never again.....It's the only buffet in the area, which makes it all the more sad for us."
Chef Ho's,Rhode Island,Providence,Felix Suhermanto,5,Great prices and even better portions. Everything tastes really good!
Lin Garden 2,Florida,Poinciana,Arlene Quevedo,2,"New girl, Caitlin has an attitude."
Wong's Chinese Restaurant,Florida,Pembroke Pines,Gladviar-May Fatal,2,This use to be a great restaurant but my last 2 orders jave been less than fair. Pork fried rice has heen stale both times.
Ramsey Chinese Restaurant,New Jersey,Ramsey,Barbara Lloyd,3,Average.
Shanghai Express,North Carolina,North Wilkesboro,Brian Cleary,5,As always food was absolutely delicious. Plus there dinner feeds four of us.
Hainan,New York,Queens,John K. (John K. English),3,"(Translated by Google) The jajangmyeon was delicious, but the sweet and sour pork was so big it was hard to chew it

(Original)
짜장면은 맛있었지만 탕수육 덩어리가 너무 커서 씹을때 힘들었어요"
P.F. Chang's,Virginia,Newport News,Becky Mitchell,4,Red hat friends met for lunch. Service was fast and friendly.  Good selection.  It was my birthday so they presented me with ice cream and a special banana roll. Yummy.
Double,New York,Ridgewood,Someone,5,Delicious food
Golden Wok,Massachusetts,Worcester,Sara Kurkiewicz,5,Love it 😍 one of my favorite place to eat😋
Haiku Sushi,Virginia,Chesapeake,Shawntrelle Kast,5,Needed to find a new local sushi place and decided to give this place a try. We ordered the chesapeake roll and the Tiffany roll. The food was outstanding! Will definitely be visiting again.
Fu Feng Yuan,New Jersey,Millington,Raylan Mcintosh,5,"This site is my first choice restaurant.  Of all restaurants I know I prefere it most. I never miss an opportunity to go to visit this place. when  I I need a good supper, this place comes immediately to my mind. good and   food and a rich cuisine.professional team, and good spirit. Also important, the cost is decent. I suggest this restaurant with pleasure."
El Palacio,Florida,Kissimmee,Ayudamorden El Canal del Amor,4,Very good
Kenny's Sub Shop,Maryland,Rockville,Lester Villalta,5,"(Translated by Google) Excellent service in record time, thank you for your attention to our community

(Original)
Servicio excelente en tiempo récord , gracias por sus atenciones a nuestra comunidad"
Empire 3,New York,New York,Calvin Chu,4,Good theater
The Original Buddha Bodai Kosher Vegetarian Restaurant 🥬 佛菩提,New York,New York,Robert Redding,5,Amazing sweet and sour chicken
Foo Sing Kitchen,New York,Mastic,Brion Washington,4,gotten better
Wan Bo Buffet,New York,Monticello,Lance Wallach,3,Hi. Good
Hibachi Grill & Supreme Buffet,Maryland,Baltimore,Richard Dreer,4,Always good food however this time all of the meat selections seemed rather tough. Perhaps they are are using a faster cooking method to meet the crowd needs.
Yum Chen,Maryland,Hyattsville,Pat Griffin,4,Great service! Food worth the price. Clean establishment.
Mon Kou Restaurant,Massachusetts,Attleboro,Gary Lefebvre,4,"Fresh food, good food service but not good on substation though."
Asian Spice,Florida,Greenacres,Linda Diamond,4,Awesome 👍
New China,Virginia,Lynchburg,Shelby Elizabeth,5,The best Americanized Chinese food offered in Lynchburg. The prices are insanely cheap and the staff is kind.  They have some of the best shrimp fried rice that I've had.
El Palacio Buffet,Florida,Orlando,Tara Georges,3,The food and service here is good but there's not a lot to choose from. It's also pretty crowded. But overall this is a really Family restaurant.
New Dragon,New York,Ovid,Brandon Swanson,5,Very good fresh cooked food! Food is usually ready within 15 minutes! Never have had a bad experience here and the staff is cordial and will explain item details if necessary. Pricing is pretty good for the experience you receive!
Peking Chinese Restaurant,South Carolina,Greer,Brad Fowler,2,I enjoy the food however it's a pain getting take out because they never answer their phone!
New Star Asian Bistro,Virginia,McLean,Sat Anumola,2,Stale food
Pacific Grove,Massachusetts,Wilmington,Kristina Gilbert,5,Great food
Coco Palace,New York,Great Neck,Lil Badzy,5,Great authentic noodles. Interesting combination of spices. Would definitely try again.
King Wok,North Carolina,Fuquay-Varina,Mark Horsfield,1,ordered two plates on the dinner menu without any special requests. the order took almost an hour. it's rice and chicken... how hard is that
China Garden Restaurant,North Carolina,Concord,RLMJ Creative,4,Food here was good.
No.1 Chinese Kitchen,New Jersey,Rahway,Benda Strickland,3,Good chicken wimgs.
China Golden Restaurant,Maryland,Adelphi,jorge pardo,5,Good
DRAGON EXPRESS,Georgia,Atlanta,Jasmine Davis,5,"Loveeeee this place, food is always fresh and made quite fast no matter how busy! I stumbled across it while doing Uber Eats and it was the best ""mistake""! 😂😄"
New Taste,New York,Queens,Here Krihsna Galvez,5,Love the lomien! The sweet plantin yyuuummmyyy! Fried chicken was so delish!!!
China Spice,New Jersey,Jersey City,Nikunj Patel,4,"Nice food, but will be busy in weekends"
Beijing Palace Restaurant,Maryland,Hampstead,Eric F,4,"Friendly staff, food is good"
El Palacio,Florida,Kissimmee,Angel Torres,5,"(Translated by Google) EAT EXCELLENTLY WELL, GOOD FOOD

(Original)
SE COME EXCELENTEMENTE BIEN, BUENA COMIDA"
Jumbo Chinese Restaurant,Virginia,Virginia Beach,FANNIE W GAYLE,1,"Nasty food, not worth the drive from Deep Creek.  Not the food as recommended"
Panda Express,Virginia,Portsmouth,Adriana Flores,5,Good
East Buffet,New Jersey,Vineland,carlos gonzalez,1,Food was cold and the service was terrible. Small amount of food like they weren't expecting anyone to show up. Not going back.
King Wok,New York,New York,James Reyes,5,"Very friendly, food is good for the price, and quick turn around when you order in person. Best place to get Chinese food in the neighborhood, hands down!"
NO. 1 CHINESE KITCHEN,Maryland,Baltimore,Thomas Harris,5,1st time here but i was complety happy & satisfied!!  Customer Service was outstanding
Lin's Garden,North Carolina,Wake Forest,James Anderson,5,We saw all the orders lined up on the counter and decided to give Lin's Garden a try. We were pleasantly surprised the food was delicious. Look forward to trying more menu items in the near future. Thank you
China King,New York,North Chili,Christine Petote,5,"Very good Chinese food, good prices, friendly staff"
Foo Sing Kitchen,New York,Mastic,Minnie Mitchell,4,Food is good
Mei Huas Restaurant,New Jersey,South Plainfield,Tun. BAadshah Gg,5,Good food. Fast delivery
Lin Garden 2,Florida,Poinciana,Javier Ortiz,5,Good food
Yangtze Riverside Restaurant,Connecticut,Riverside,Hugo Galletta,4,Great General Tso's Chicken.
New Cheung Hing Kitchen,New York,St. Albans,HARDING BELL,5,The food is very fresh and tasty
Bento Cafe,Georgia,Norcross,David Wynn,3,"I guess it has been renamed to ""Mon Viet"" and I was drew in by a ""Grand opening"" sign. ""Banh canh cua"" is expensive and tasted awful, not recommended if you can't stomach fig blood cube. Staff is friendly and service is okay."
China Grand Buffet,New York,Farmingdale,Carol Rutkowski,4,Good food nice selection!
Grand China Restaurant,South Carolina,Greer,Matt T.,5,I have been going to grand China for years and by far this is my favorite spot for Chinese food. I love the quiet atmosphere and have never had a bad experience.
King Chinese Buffet,North Carolina,Garner,Aj Weaver,3,Needs more selection - food was okay.
C & Y,New York,Brooklyn,Diana F,5,Love this place! Portions and prices are good.
China II(Mooresville),North Carolina,Mooresville,jud wright,4,It was good
